fx|fy|penalty|alpha|iter|ee|ev|verdaderos_negativos|falsos_negativos|falsos_positivos|verdaderos_positivos
mean area|mean concave points|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean area|mean concave points|elasticnet|1e-05|100|0.365|0.3905325443786982|146|0|254|0
mean area|mean concave points|elasticnet|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
mean area|mean concave points|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean area|mean concave points|elasticnet|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean area|mean concave points|elasticnet|0.001|1000|0.365|0.3905325443786982|146|0|254|0
mean area|mean concave points|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean area|mean concave points|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean area|mean concave points|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean area|mean concave points|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean area|mean concave points|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean area|mean concave points|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|None|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|None|1e-05|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|None|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|None|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|None|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|None|0.001|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|None|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|None|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|None|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|None|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|None|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|None|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l1|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l1|1e-05|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l1|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l1|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l1|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l1|0.001|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l1|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l2|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l2|1e-05|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l2|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l2|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l2|0.001|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|elasticnet|1e-05|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|elasticnet|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|elasticnet|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|elasticnet|0.001|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst symmetry|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|None|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|None|1e-05|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|None|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|None|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|None|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|None|0.001|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|None|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|None|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|None|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|None|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|None|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|None|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l1|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l1|1e-05|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l1|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l1|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l1|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l1|0.001|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l1|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l2|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l2|1e-05|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l2|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l2|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l2|0.001|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|elasticnet|1e-05|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|elasticnet|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|elasticnet|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|elasticnet|0.001|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean compactness|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|None|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|None|1e-05|100|0.3925|0.4260355029585799|145|1|242|12
mean smoothness|worst texture|None|1e-05|1000|0.4825|0.4437869822485207|144|2|205|49
mean smoothness|worst texture|None|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|None|0.001|100|0.3925|0.4260355029585799|145|1|242|12
mean smoothness|worst texture|None|0.001|1000|0.4825|0.4437869822485207|144|2|205|49
mean smoothness|worst texture|None|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|None|0.1|100|0.3925|0.4260355029585799|145|1|242|12
mean smoothness|worst texture|None|0.1|1000|0.4825|0.4437869822485207|144|2|205|49
mean smoothness|worst texture|None|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|None|10.0|100|0.3925|0.4260355029585799|145|1|242|12
mean smoothness|worst texture|None|10.0|1000|0.4825|0.4437869822485207|144|2|205|49
mean smoothness|worst texture|l1|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l1|1e-05|100|0.585|0.5502958579881657|131|15|151|103
mean smoothness|worst texture|l1|1e-05|1000|0.65|0.5621301775147929|104|42|98|156
mean smoothness|worst texture|l1|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l1|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l1|0.001|1000|0.395|0.39644970414201186|143|3|239|15
mean smoothness|worst texture|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l1|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l2|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l2|1e-05|100|0.4225|0.44970414201183434|144|2|229|25
mean smoothness|worst texture|l2|1e-05|1000|0.4525|0.40828402366863903|142|4|215|39
mean smoothness|worst texture|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l2|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l2|0.001|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|elasticnet|1e-05|100|0.4225|0.44970414201183434|144|2|229|25
mean smoothness|worst texture|elasticnet|1e-05|1000|0.4525|0.40828402366863903|142|4|215|39
mean smoothness|worst texture|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|elasticnet|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|elasticnet|0.001|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst texture|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|None|1e-05|10|0.3825|0.4260355029585799|146|0|247|7
mean smoothness|mean perimeter|None|1e-05|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|None|1e-05|1000|0.8775|0.9112426035502958|106|40|9|245
mean smoothness|mean perimeter|None|0.001|10|0.3825|0.4260355029585799|146|0|247|7
mean smoothness|mean perimeter|None|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|None|0.001|1000|0.8775|0.9112426035502958|106|40|9|245
mean smoothness|mean perimeter|None|0.1|10|0.3825|0.4260355029585799|146|0|247|7
mean smoothness|mean perimeter|None|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|None|0.1|1000|0.8775|0.9112426035502958|106|40|9|245
mean smoothness|mean perimeter|None|10.0|10|0.3825|0.4260355029585799|146|0|247|7
mean smoothness|mean perimeter|None|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|None|10.0|1000|0.8775|0.9112426035502958|106|40|9|245
mean smoothness|mean perimeter|l1|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l1|1e-05|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l1|1e-05|1000|0.875|0.9171597633136095|108|38|12|242
mean smoothness|mean perimeter|l1|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l1|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l1|0.001|1000|0.8775|0.9112426035502958|106|40|9|245
mean smoothness|mean perimeter|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l1|0.1|1000|0.8775|0.9112426035502958|106|40|9|245
mean smoothness|mean perimeter|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l2|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l2|1e-05|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l2|1e-05|1000|0.8775|0.9112426035502958|106|40|9|245
mean smoothness|mean perimeter|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l2|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l2|0.001|1000|0.4325|0.46153846153846156|146|0|227|27
mean smoothness|mean perimeter|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|elasticnet|1e-05|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|elasticnet|1e-05|1000|0.8775|0.9112426035502958|106|40|9|245
mean smoothness|mean perimeter|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|elasticnet|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|elasticnet|0.001|1000|0.4325|0.46153846153846156|146|0|227|27
mean smoothness|mean perimeter|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|mean perimeter|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|None|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|None|1e-05|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|None|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|None|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|None|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|None|0.001|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|None|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|None|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|None|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|None|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|None|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|None|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|l1|1e-05|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|l1|1e-05|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|l1|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|l1|0.001|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|l1|0.001|100|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|l1|0.001|1000|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean smoothness|worst concave points|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
