fx|fy|penalty|alpha|iter|ee|ev|verdaderos_negativos|falsos_negativos|falsos_positivos|verdaderos_positivos
worst smoothness|mean fractal dimension|l1|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l1|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l1|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l1|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l1|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l1|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l1|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l2|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l2|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l2|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l2|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l2|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|elasticnet|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|elasticnet|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|elasticnet|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|elasticnet|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean fractal dimension|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean radius|None|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
worst smoothness|mean radius|None|1e-05|100|0.7775|0.7810650887573964|138|8|81|173
worst smoothness|mean radius|None|1e-05|1000|0.8775|0.893491124260355|113|33|16|238
worst smoothness|mean radius|None|0.001|10|0.3675|0.3905325443786982|146|0|253|1
worst smoothness|mean radius|None|0.001|100|0.7775|0.7810650887573964|138|8|81|173
worst smoothness|mean radius|None|0.001|1000|0.8775|0.893491124260355|113|33|16|238
worst smoothness|mean radius|None|0.1|10|0.3675|0.3905325443786982|146|0|253|1
worst smoothness|mean radius|None|0.1|100|0.7775|0.7810650887573964|138|8|81|173
worst smoothness|mean radius|None|0.1|1000|0.8775|0.893491124260355|113|33|16|238
worst smoothness|mean radius|None|10.0|10|0.3675|0.3905325443786982|146|0|253|1
worst smoothness|mean radius|None|10.0|100|0.7775|0.7810650887573964|138|8|81|173
worst smoothness|mean radius|None|10.0|1000|0.8775|0.893491124260355|113|33|16|238
worst smoothness|mean radius|l1|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
worst smoothness|mean radius|l1|1e-05|100|0.775|0.7810650887573964|138|8|82|172
worst smoothness|mean radius|l1|1e-05|1000|0.8325|0.8579881656804734|130|16|51|203
worst smoothness|mean radius|l1|0.001|10|0.3675|0.3905325443786982|146|0|253|1
worst smoothness|mean radius|l1|0.001|100|0.785|0.7869822485207101|138|8|78|176
worst smoothness|mean radius|l1|0.001|1000|0.8325|0.863905325443787|129|17|50|204
worst smoothness|mean radius|l1|0.1|10|0.3675|0.3905325443786982|146|0|253|1
worst smoothness|mean radius|l1|0.1|100|0.7075|0.7041420118343196|142|4|113|141
worst smoothness|mean radius|l1|0.1|1000|0.6975|0.6745562130177515|143|3|118|136
worst smoothness|mean radius|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean radius|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean radius|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean radius|l2|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
worst smoothness|mean radius|l2|1e-05|100|0.785|0.7869822485207101|138|8|78|176
worst smoothness|mean radius|l2|1e-05|1000|0.8325|0.8698224852071006|129|17|50|204
worst smoothness|mean radius|l2|0.001|10|0.3675|0.3905325443786982|146|0|253|1
worst smoothness|mean radius|l2|0.001|100|0.715|0.727810650887574|140|6|108|146
worst smoothness|mean radius|l2|0.001|1000|0.715|0.727810650887574|140|6|108|146
worst smoothness|mean radius|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean radius|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean radius|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean radius|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean radius|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean radius|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean radius|elasticnet|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
worst smoothness|mean radius|elasticnet|1e-05|100|0.785|0.7869822485207101|138|8|78|176
worst smoothness|mean radius|elasticnet|1e-05|1000|0.8325|0.8698224852071006|129|17|50|204
worst smoothness|mean radius|elasticnet|0.001|10|0.3675|0.3905325443786982|146|0|253|1
worst smoothness|mean radius|elasticnet|0.001|100|0.715|0.727810650887574|140|6|108|146
worst smoothness|mean radius|elasticnet|0.001|1000|0.715|0.727810650887574|140|6|108|146
worst smoothness|mean radius|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean radius|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean radius|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean radius|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean radius|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean radius|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|None|1e-05|10|0.5975|0.6272189349112426|139|7|154|100
worst smoothness|worst radius|None|1e-05|100|0.6525|0.6804733727810651|135|11|128|126
worst smoothness|worst radius|None|1e-05|1000|0.7725|0.834319526627219|112|34|57|197
worst smoothness|worst radius|None|0.001|10|0.5975|0.6272189349112426|139|7|154|100
worst smoothness|worst radius|None|0.001|100|0.6525|0.6804733727810651|135|11|128|126
worst smoothness|worst radius|None|0.001|1000|0.7725|0.834319526627219|112|34|57|197
worst smoothness|worst radius|None|0.1|10|0.5975|0.6272189349112426|139|7|154|100
worst smoothness|worst radius|None|0.1|100|0.6525|0.6804733727810651|135|11|128|126
worst smoothness|worst radius|None|0.1|1000|0.7725|0.834319526627219|112|34|57|197
worst smoothness|worst radius|None|10.0|10|0.5975|0.6272189349112426|139|7|154|100
worst smoothness|worst radius|None|10.0|100|0.6525|0.6804733727810651|135|11|128|126
worst smoothness|worst radius|None|10.0|1000|0.7725|0.834319526627219|112|34|57|197
worst smoothness|worst radius|l1|1e-05|10|0.62|0.6449704142011834|137|9|143|111
worst smoothness|worst radius|l1|1e-05|100|0.6375|0.6627218934911243|137|9|136|118
worst smoothness|worst radius|l1|1e-05|1000|0.78|0.8520710059171598|112|34|54|200
worst smoothness|worst radius|l1|0.001|10|0.5975|0.6272189349112426|138|8|153|101
worst smoothness|worst radius|l1|0.001|100|0.6025|0.621301775147929|138|8|151|103
worst smoothness|worst radius|l1|0.001|1000|0.665|0.6863905325443787|133|13|121|133
worst smoothness|worst radius|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|l1|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|l2|1e-05|10|0.6225|0.6449704142011834|137|9|142|112
worst smoothness|worst radius|l2|1e-05|100|0.6625|0.6745562130177515|135|11|124|130
worst smoothness|worst radius|l2|1e-05|1000|0.7225|0.7692307692307693|120|26|85|169
worst smoothness|worst radius|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|l2|0.001|100|0.6875|0.727810650887574|130|16|109|145
worst smoothness|worst radius|l2|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|elasticnet|1e-05|10|0.6225|0.6449704142011834|137|9|142|112
worst smoothness|worst radius|elasticnet|1e-05|100|0.6625|0.6745562130177515|135|11|124|130
worst smoothness|worst radius|elasticnet|1e-05|1000|0.7225|0.7692307692307693|120|26|85|169
worst smoothness|worst radius|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|elasticnet|0.001|100|0.6875|0.727810650887574|130|16|109|145
worst smoothness|worst radius|elasticnet|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst radius|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|None|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|None|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|None|1e-05|1000|0.57|0.4911242603550296|143|3|169|85
worst smoothness|worst compactness|None|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|None|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|None|0.001|1000|0.57|0.4911242603550296|143|3|169|85
worst smoothness|worst compactness|None|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|None|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|None|0.1|1000|0.57|0.4911242603550296|143|3|169|85
worst smoothness|worst compactness|None|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|None|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|None|10.0|1000|0.57|0.4911242603550296|143|3|169|85
worst smoothness|worst compactness|l1|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l1|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l1|1e-05|1000|0.5675|0.48520710059171596|144|2|171|83
worst smoothness|worst compactness|l1|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l1|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l1|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l1|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l2|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l2|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l2|1e-05|1000|0.385|0.40236686390532544|146|0|246|8
worst smoothness|worst compactness|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l2|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l2|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|elasticnet|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|elasticnet|1e-05|1000|0.385|0.40236686390532544|146|0|246|8
worst smoothness|worst compactness|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|elasticnet|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|elasticnet|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst compactness|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|None|1e-05|10|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|worst concavity|None|1e-05|100|0.415|0.42011834319526625|146|0|234|20
worst smoothness|worst concavity|None|1e-05|1000|0.6075|0.5976331360946746|145|1|156|98
worst smoothness|worst concavity|None|0.001|10|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|worst concavity|None|0.001|100|0.415|0.42011834319526625|146|0|234|20
worst smoothness|worst concavity|None|0.001|1000|0.6075|0.5976331360946746|145|1|156|98
worst smoothness|worst concavity|None|0.1|10|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|worst concavity|None|0.1|100|0.415|0.42011834319526625|146|0|234|20
worst smoothness|worst concavity|None|0.1|1000|0.6075|0.5976331360946746|145|1|156|98
worst smoothness|worst concavity|None|10.0|10|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|worst concavity|None|10.0|100|0.415|0.42011834319526625|146|0|234|20
worst smoothness|worst concavity|None|10.0|1000|0.6075|0.5976331360946746|145|1|156|98
worst smoothness|worst concavity|l1|1e-05|10|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|worst concavity|l1|1e-05|100|0.415|0.42011834319526625|146|0|234|20
worst smoothness|worst concavity|l1|1e-05|1000|0.6075|0.591715976331361|146|0|157|97
worst smoothness|worst concavity|l1|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|l1|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|l1|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|l1|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|l2|1e-05|10|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|worst concavity|l2|1e-05|100|0.415|0.42011834319526625|146|0|234|20
worst smoothness|worst concavity|l2|1e-05|1000|0.45|0.4556213017751479|146|0|220|34
worst smoothness|worst concavity|l2|0.001|10|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|worst concavity|l2|0.001|100|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|worst concavity|l2|0.001|1000|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|worst concavity|l2|0.1|10|0.395|0.40236686390532544|146|0|242|12
worst smoothness|worst concavity|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|elasticnet|1e-05|10|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|worst concavity|elasticnet|1e-05|100|0.415|0.42011834319526625|146|0|234|20
worst smoothness|worst concavity|elasticnet|1e-05|1000|0.45|0.4556213017751479|146|0|220|34
worst smoothness|worst concavity|elasticnet|0.001|10|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|worst concavity|elasticnet|0.001|100|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|worst concavity|elasticnet|0.001|1000|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|worst concavity|elasticnet|0.1|10|0.395|0.40236686390532544|146|0|242|12
worst smoothness|worst concavity|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst concavity|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst perimeter|None|1e-05|10|0.79|0.7869822485207101|114|32|52|202
worst smoothness|worst perimeter|None|1e-05|100|0.82|0.8224852071005917|105|41|31|223
worst smoothness|worst perimeter|None|1e-05|1000|0.75|0.7751479289940828|124|22|78|176
worst smoothness|worst perimeter|None|0.001|10|0.79|0.7869822485207101|114|32|52|202
worst smoothness|worst perimeter|None|0.001|100|0.82|0.8224852071005917|105|41|31|223
worst smoothness|worst perimeter|None|0.001|1000|0.75|0.7751479289940828|124|22|78|176
worst smoothness|worst perimeter|None|0.1|10|0.79|0.7869822485207101|114|32|52|202
worst smoothness|worst perimeter|None|0.1|100|0.82|0.8224852071005917|105|41|31|223
worst smoothness|worst perimeter|None|0.1|1000|0.75|0.7751479289940828|124|22|78|176
worst smoothness|worst perimeter|None|10.0|10|0.79|0.7869822485207101|114|32|52|202
worst smoothness|worst perimeter|None|10.0|100|0.82|0.8224852071005917|105|41|31|223
worst smoothness|worst perimeter|None|10.0|1000|0.75|0.7751479289940828|124|22|78|176
worst smoothness|worst perimeter|l1|1e-05|10|0.675|0.727810650887574|131|15|115|139
worst smoothness|worst perimeter|l1|1e-05|100|0.795|0.8284023668639053|89|57|25|229
worst smoothness|worst perimeter|l1|1e-05|1000|0.72|0.7337278106508875|129|17|95|159
worst smoothness|worst perimeter|l1|0.001|10|0.81|0.8106508875739645|111|35|41|213
worst smoothness|worst perimeter|l1|0.001|100|0.8175|0.8284023668639053|103|43|30|224
worst smoothness|worst perimeter|l1|0.001|1000|0.58|0.6449704142011834|139|7|161|93
worst smoothness|worst perimeter|l1|0.1|10|0.4375|0.47337278106508873|146|0|225|29
worst smoothness|worst perimeter|l1|0.1|100|0.815|0.8224852071005917|106|40|34|220
worst smoothness|worst perimeter|l1|0.1|1000|0.5425|0.5739644970414202|143|3|180|74
worst smoothness|worst perimeter|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst perimeter|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst perimeter|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst perimeter|l2|1e-05|10|0.67|0.7218934911242604|132|14|118|136
worst smoothness|worst perimeter|l2|1e-05|100|0.8225|0.8224852071005917|105|41|30|224
worst smoothness|worst perimeter|l2|1e-05|1000|0.595|0.6627218934911243|139|7|155|99
worst smoothness|worst perimeter|l2|0.001|10|0.69|0.7396449704142012|130|16|108|146
worst smoothness|worst perimeter|l2|0.001|100|0.8175|0.8284023668639053|103|43|30|224
worst smoothness|worst perimeter|l2|0.001|1000|0.7|0.7337278106508875|129|17|103|151
worst smoothness|worst perimeter|l2|0.1|10|0.5|0.5384615384615384|144|2|198|56
worst smoothness|worst perimeter|l2|0.1|100|0.565|0.6094674556213018|141|5|169|85
worst smoothness|worst perimeter|l2|0.1|1000|0.3975|0.4319526627218935|146|0|241|13
worst smoothness|worst perimeter|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst perimeter|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst perimeter|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst perimeter|elasticnet|1e-05|10|0.67|0.7218934911242604|132|14|118|136
worst smoothness|worst perimeter|elasticnet|1e-05|100|0.8225|0.8224852071005917|105|41|30|224
worst smoothness|worst perimeter|elasticnet|1e-05|1000|0.595|0.6627218934911243|139|7|155|99
worst smoothness|worst perimeter|elasticnet|0.001|10|0.69|0.7396449704142012|130|16|108|146
worst smoothness|worst perimeter|elasticnet|0.001|100|0.8175|0.8284023668639053|103|43|30|224
worst smoothness|worst perimeter|elasticnet|0.001|1000|0.7|0.7337278106508875|129|17|103|151
worst smoothness|worst perimeter|elasticnet|0.1|10|0.5|0.5384615384615384|144|2|198|56
worst smoothness|worst perimeter|elasticnet|0.1|100|0.565|0.6094674556213018|141|5|169|85
worst smoothness|worst perimeter|elasticnet|0.1|1000|0.3975|0.4319526627218935|146|0|241|13
worst smoothness|worst perimeter|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst perimeter|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst perimeter|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|None|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|None|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|None|1e-05|1000|0.3625|0.3905325443786982|145|1|254|0
worst smoothness|mean symmetry|None|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|None|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|None|0.001|1000|0.3625|0.3905325443786982|145|1|254|0
worst smoothness|mean symmetry|None|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|None|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|None|0.1|1000|0.3625|0.3905325443786982|145|1|254|0
worst smoothness|mean symmetry|None|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|None|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|None|10.0|1000|0.3625|0.3905325443786982|145|1|254|0
worst smoothness|mean symmetry|l1|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l1|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l1|1e-05|1000|0.3625|0.3905325443786982|145|1|254|0
worst smoothness|mean symmetry|l1|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l1|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l1|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l1|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l2|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l2|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l2|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l2|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l2|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
